Model name,Features names,Error,Date Time
LogisticRegression,polyfit border_smooth_sample smooth_sample spread,0.729622257527,2016-11-17 01:44:52.562000
LogisticRegression,polyfit border_smooth_sample smooth_sample grey_white_ratio,0.365335521686,2016-11-17 01:45:03.785000
LogisticRegression,polyfit border_smooth_sample smooth_sample mean_feature,0.366313675646,2016-11-17 01:45:14.806000
LogisticRegression,polyfit border_smooth_sample smooth_sample variance_feature,0.35867220419,2016-11-17 01:45:16.441000
LogisticRegression,polyfit border_smooth_sample smooth_sample local_maxima_3,0.396794388209,2016-11-17 01:45:23.901000
LogisticRegression,polyfit border_smooth_sample smooth_sample local_maxima_without_smoothing,0.452805073514,2016-11-17 01:45:32.242000
LogisticRegression,polyfit border_smooth_sample smooth_sample PCA_transform,0.375035902826,2016-11-17 01:45:46.268000
LogisticRegression,polyfit border_smooth_sample spread grey_white_ratio,0.735043516275,2016-11-17 01:45:48.879000
LogisticRegression,polyfit border_smooth_sample spread mean_feature,0.732277094438,2016-11-17 01:45:51.569000
LogisticRegression,polyfit border_smooth_sample spread variance_feature,0.732670461867,2016-11-17 01:45:54.482000
LogisticRegression,polyfit border_smooth_sample spread local_maxima_3,0.739099386952,2016-11-17 01:45:57.232000
LogisticRegression,polyfit border_smooth_sample spread local_maxima_without_smoothing,0.763494819444,2016-11-17 01:45:59.908000
LogisticRegression,polyfit border_smooth_sample spread PCA_transform,0.72704477567,2016-11-17 01:46:02.753000
LogisticRegression,polyfit border_smooth_sample grey_white_ratio mean_feature,0.364708437502,2016-11-17 01:46:05.256000
LogisticRegression,polyfit border_smooth_sample grey_white_ratio variance_feature,0.353240995295,2016-11-17 01:46:05.495000
LogisticRegression,polyfit border_smooth_sample grey_white_ratio local_maxima_3,0.378723766716,2016-11-17 01:46:07.855000
LogisticRegression,polyfit border_smooth_sample grey_white_ratio local_maxima_without_smoothing,0.455854534432,2016-11-17 01:46:10.446000
LogisticRegression,polyfit border_smooth_sample grey_white_ratio PCA_transform,0.374963359979,2016-11-17 01:46:16.220000
LogisticRegression,polyfit border_smooth_sample mean_feature variance_feature,0.349672302098,2016-11-17 01:46:16.507000
LogisticRegression,polyfit border_smooth_sample mean_feature local_maxima_3,0.377255952796,2016-11-17 01:46:18.628000
LogisticRegression,polyfit border_smooth_sample mean_feature local_maxima_without_smoothing,0.451132953654,2016-11-17 01:46:21.251000
LogisticRegression,polyfit border_smooth_sample mean_feature PCA_transform,0.372297418209,2016-11-17 01:46:27.349000
LogisticRegression,polyfit border_smooth_sample variance_feature local_maxima_3,0.373048431735,2016-11-17 01:46:29.561000
LogisticRegression,polyfit border_smooth_sample variance_feature local_maxima_without_smoothing,0.440546678733,2016-11-17 01:46:30.063000
LogisticRegression,polyfit border_smooth_sample variance_feature PCA_transform,0.359076878555,2016-11-17 01:46:30.950000
LogisticRegression,polyfit border_smooth_sample local_maxima_3 local_maxima_without_smoothing,0.479592796594,2016-11-17 01:46:33.240000
LogisticRegression,polyfit border_smooth_sample local_maxima_3 PCA_transform,0.393669171252,2016-11-17 01:46:40.245000
LogisticRegression,polyfit border_smooth_sample local_maxima_without_smoothing PCA_transform,0.466928999534,2016-11-17 01:46:50.391000
LogisticRegression,polyfit smooth_sample spread grey_white_ratio,0.735596784197,2016-11-17 01:46:53.047000
LogisticRegression,polyfit smooth_sample spread mean_feature,0.730423678161,2016-11-17 01:46:55.759000
LogisticRegression,polyfit smooth_sample spread variance_feature,0.731182634709,2016-11-17 01:46:58.927000
LogisticRegression,polyfit smooth_sample spread local_maxima_3,0.726003886257,2016-11-17 01:47:01.635000
LogisticRegression,polyfit smooth_sample spread local_maxima_without_smoothing,0.764967466208,2016-11-17 01:47:04.329000
LogisticRegression,polyfit smooth_sample spread PCA_transform,0.727897456988,2016-11-17 01:47:07.130000
LogisticRegression,polyfit smooth_sample grey_white_ratio mean_feature,0.361962313717,2016-11-17 01:47:10.568000
LogisticRegression,polyfit smooth_sample grey_white_ratio variance_feature,0.353223561793,2016-11-17 01:47:10.853000
LogisticRegression,polyfit smooth_sample grey_white_ratio local_maxima_3,0.376001605514,2016-11-17 01:47:13.127000
LogisticRegression,polyfit smooth_sample grey_white_ratio local_maxima_without_smoothing,0.451231792094,2016-11-17 01:47:16.135000
LogisticRegression,polyfit smooth_sample grey_white_ratio PCA_transform,0.364135349339,2016-11-17 01:47:23.511000
LogisticRegression,polyfit smooth_sample mean_feature variance_feature,0.352127414675,2016-11-17 01:47:23.938000
LogisticRegression,polyfit smooth_sample mean_feature local_maxima_3,0.373228097447,2016-11-17 01:47:26.028000
LogisticRegression,polyfit smooth_sample mean_feature local_maxima_without_smoothing,0.445338828592,2016-11-17 01:47:28.898000
LogisticRegression,polyfit smooth_sample mean_feature PCA_transform,0.361494639898,2016-11-17 01:47:34.883000
LogisticRegression,polyfit smooth_sample variance_feature local_maxima_3,0.370605234071,2016-11-17 01:47:35.650000
LogisticRegression,polyfit smooth_sample variance_feature local_maxima_without_smoothing,0.43976253877,2016-11-17 01:47:36.417000
LogisticRegression,polyfit smooth_sample variance_feature PCA_transform,0.350136935325,2016-11-17 01:47:36.887000
